doi,title,authors,year,journal,type,core,review_status,domains,finding,dichotomy_use,limitation,url
10.1029/2004gl021368,The first Mars thermospheric general circulation model: The Martian atmosphere from the ground to 240 km,M. Angelats i Coll; F. Forget; M. A. López‐Valverde; F. González‐Galindo,2005,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1029/2004gl021368
10.1029/2004je002324,"Buried impact craters: A topographic analysis of quasi‐circular depressions, Utopia Basin, Mars",Debra L. Buczkowski; Herbert V. Frey; James H. Roark; George E. McGill,2005,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.1029/2004je002324
10.1029/2004je002328,Ancient oceans in the northern lowlands of Mars: Evidence from impact crater depth/diameter relationships,Joseph M. Boyce; Peter Mouginis‐Mark; Harold Garbeil,2005,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.1029/2004je002328
10.1029/2004je002343,Giant impact basins trace the ancient equator of Mars,Jafar Arkani‐Hamed,2005,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1029/2004je002343
10.1029/2004je002373,"Crustal extension in the Ceraunius Fossae, Northern Tharsis Region, Mars",F. Borraccini; L. Lanci; F. C. Wezel; D. Baioni,2005,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2004je002373
10.1029/2004je002393,A spatially continuous magnetization model for Mars,K. A. Whaler; M. E. Purucker,2005,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2004je002393
10.1029/2004je002397,Magnetic crust of Mars,Jafar Arkani‐Hamed,2005,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Gravity and topography; Magnetism; Meteorite geochemistry; Chronology; Surface and water; Missions,,,,https://doi.org/10.1029/2004je002397
10.1029/2005eo050003,Hemispheres apart: The Martian Crustal Dichotomy,Thomas R. Watters; Patrick J. McGovern,2005,"Eos, Transactions American Geophysical Union",journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1029/2005eo050003
10.1029/2005gl022488,Detecting sub‐glacial aquifers in the north polar layered deposits with Mars Express/MARSIS,W. M. Farrell; J. J. Plaut; D. A. Gurnett; G. Picardi,2005,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1029/2005gl022488
10.1029/2005gl024260,Buried mass anomalies along the hemispheric dichotomy in eastern Mars: Implications for the origin and evolution of the dichotomy,Walter S. Kiefer,2005,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Dichotomy; Surface and water,,,,https://doi.org/10.1029/2005gl024260
10.1029/2005gl024385,Impact demagnetization of the Martian crust: Primaries versus secondaries,N. Artemieva; L. Hood; B. A. Ivanov,2005,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2005gl024385
10.1029/2005gl024492,Late crustal growth on Mars: Evidence from lithospheric extension,M. Grott,2005,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2005gl024492
10.1029/2005je002480,Possible formation of ancient crust on Mars through magma ocean processes,Linda T. Elkins‐Tanton; Paul C. Hess; E. M. Parmentier,2005,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1029/2005je002480
10.1029/2005je002504,Relaxation of the Martian dichotomy boundary: Faulting in the Ismenius Region and constraints on the early evolution of Mars,Alice Guest; Suzanne E. Smrekar,2005,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Dichotomy; Chronology; Surface and water; Volcanism and tectonics,,,,https://doi.org/10.1029/2005je002504
10.1038/433668a,Under martian ice,Stephen Baxter,2005,Nature,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1038/433668a
10.1038/nature03359,"Tropical to mid-latitude snow and ice accumulation, flow and glaciation on Mars",The HRSC Co-Investigator Team; J. W. Head; G. Neukum; R. Jaumann; H. Hiesinger; E. Hauber; M. Carr; P. Masson; B. Foing; H. Hoffmann; M. Kreslavsky; S. Werner; S. Milkovich; S. van Gasselt,2005,Nature,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1038/nature03359
10.1038/nature03437,Solar eclipses of Phobos and Deimos observed from the surface of Mars,J. F. Bell; M. T. Lemmon; T. C. Duxbury; M. Y. H. Hubbard; M. J. Wolff; S. W. Squyres; L. Craig; J. M. Ludwinski,2005,Nature,journal-article,False,Discovery candidate — not screened,Moons and impacts,,,,https://doi.org/10.1038/nature03437
10.1038/nature03616,Timescales of shock processes in chondritic and martian meteorites,P. Beck; Ph. Gillet; A. El Goresy; S. Mostefaoui,2005,Nature,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1038/nature03616
10.1038/news050214-15,Mars Express scuppers greenhouse hopes,Roxanne Khamsi,2005,Nature,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1038/news050214-15
10.1038/news050509-1,Mars Express radar on hold,Mark Peplow,2005,Nature,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1038/news050509-1
10.1038/news051128-8,Radar exposes buried ice on Mars,Mark Peplow,2005,Nature,journal-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.1038/news051128-8
10.1038/scientificamerican0505-34a,Martian Lake View,JR Minkel,2005,Scientific American,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1038/scientificamerican0505-34a
10.1038/scientificamerican1205-28,Martian Claymation,George Musser,2005,Scientific American,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1038/scientificamerican1205-28
10.1063/1.1867144,Environmental Resistance in the Mars Atmosphere,Bruce A. Pint,2005,AIP Conference Proceedings,proceedings-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1063/1.1867144
10.1073/pnas.0507469102,Tectonic implications of Mars crustal magnetism,J. E. P. Connerney; M. H. Acuña; N. F. Ness; G. Kletetschka; D. L. Mitchell; R. P. Lin; H. Reme,2005,Proceedings of the National Academy of Sciences,journal-article,False,Discovery candidate — not screened,Interior; Magnetism,,,,https://doi.org/10.1073/pnas.0507469102
10.1080/146893604123331316388,Mars Express orbit design evolution,M. Hechler; Y. Langevin; A. YáÑez,2005,Dynamical Systems,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1080/146893604123331316388
10.1109/aero.2005.1559358,A pulsed neutron gamma-ray system for Mars rover missions,J.I. Trombka; R.D. Starr; J. Groves; H. Akkurt; L.G. Evans; T.J. McCoy; A.M. Parsons; J. Schweitzer; E. Amatucci; M.T. Smith; S. Floyd; T.P. McClanahan,2005,2005 IEEE Aerospace Conference,proceedings-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1109/aero.2005.1559358
10.1109/aero.2005.1559724,Mars Odyssey relay operations development,J.A. Lewis,2005,2005 IEEE Aerospace Conference,proceedings-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1109/aero.2005.1559724
10.1109/eumc.2005.1610388,The using multifrequency airborne radar complex MARS for subsurface remote sensing,I.A. Kalmykov; V.N. Tsymbal; V.B. Yefimov,2005,2005 European Microwave Conference,proceedings-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1109/eumc.2005.1610388
10.1111/j.1945-5100.2005.tb00409.x,Ejection of Martian meteorites,Jörg Fritz; Natalia Artemieva; Ansgar Greshake,2005,Meteoritics & Planetary Science,journal-article,False,Discovery candidate — not screened,Meteorite magnetism; Meteorite geochemistry; Meteorite provenance,,,,https://doi.org/10.1111/j.1945-5100.2005.tb00409.x
10.1111/j.1945-5100.2005.tb00961.x,Matching Martian crustal magnetization and magnetic properties of Martian meteorites,Pierre ROCHETTE; Jérǒme GATTACCECA; Vincent CHEVRIER; Viktor HOFFMANN; Jean-Pierre LORAND; Minoru FUNAKI; Rupert HOCHLEITNER,2005,Meteoritics & Planetary Science,journal-article,True,Abstract consulted,Meteorite magnetism,"Martian meteorite families contain different magnetic carriers, including titanomagnetite and pyrrhotite.",Shows why magnetization cannot be interpreted solely as field intensity.,The measured meteorite collection is lithologically and statistically biased.,https://doi.org/10.1111/j.1945-5100.2005.tb00961.x
10.1126/science.1109091,Sulfates in the North Polar Region of Mars Detected by OMEGA/Mars Express,Yves Langevin; François Poulet; Jean-Pierre Bibring; Brigitte Gondet,2005,Science,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1126/science.1109091
10.1126/science.1109098,Olivine and Pyroxene Diversity in the Crust of Mars,J. F. Mustard; F. Poulet; A. Gendrin; J.-P. Bibring; Y. Langevin; B. Gondet; N. Mangold; G. Bellucci; F. Altieri,2005,Science,journal-article,False,Discovery candidate — not screened,Gravity and topography; Meteorite geochemistry; Chronology,,,,https://doi.org/10.1126/science.1109098
10.1126/science.1109438,Summer Evolution of the North Polar Cap of Mars as Observed by OMEGA/Mars Express,Y. Langevin; F. Poulet; J.-P. Bibring; B. Schmitt; S. Douté; B. Gondet,2005,Science,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1126/science.1109438
10.1126/science.1113077,Martian Surface Paleotemperatures from Thermochronology of Meteorites,David L. Shuster; Benjamin P. Weiss,2005,Science,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1126/science.1113077
10.1126/science.1122165,Radar Soundings of the Subsurface of Mars,Giovanni Picardi; Jeffrey J. Plaut; Daniela Biccari; Ornella Bombaci; Diego Calabrese; Marco Cartacci; Andrea Cicchetti; Stephen M. Clifford; Peter Edenhofer; William M. Farrell; Costanzo Federico; Alessandro Frigeri; Donald A. Gurnett; Tor Hagfors; Essam Heggy; Alain Herique; Richard L. Huff; Anton B. Ivanov; William T. K. Johnson; Rolando L. Jordan; Donald L. Kirchner; Wlodek Kofman; Carlton J. Leuschen; Erling Nielsen; Roberto Orosei; Elena Pettinelli; Roger J. Phillips; Dirk Plettemeier; Ali Safaeinili; Roberto Seu; Ellen R. Stofan; Giuliano Vannaroni; Thomas R. Watters; Enrico Zampolini,2005,Science,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1126/science.1122165
10.1126/science.307.5709.477e,Martian Glow,,2005,Science,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1126/science.307.5709.477e
10.1126/science.309.5734.532m,Cool Martian Surfaces,,2005,Science,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1126/science.309.5734.532m
10.1130/g21342.1,Tectonic consequences of Martian dichotomy modification by lower-crustal flow and erosion,Francis Nimmo,2005,Geology,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1130/g21342.1
10.1134/1.2127995,Hard X-ray and gamma-ray flares on the Sun: Stereoscopic effects near the limb from observations on the 2001 Mars Odyssey spacecraft and near-Earth spacecraft,M. A. Livshits; V. A. Chernetskii; I. G. Mitrofanov; A. S. Kozyrev; M. L. Litvak; A. B. Sanin; V. I. Tret’yakov; W. Boynton; K. Shinohara; D. Hamara,2005,Astronomy Reports,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1134/1.2127995
10.1146/annurev.earth.33.092203.122637,EARLY CRUSTAL EVOLUTION OF MARS,Francis Nimmo; Ken Tanaka,2005,Annual Review of Earth and Planetary Sciences,journal-article,False,Discovery candidate — not screened,Interior; Magnetism,,,,https://doi.org/10.1146/annurev.earth.33.092203.122637
10.2307/4016739,"Fresh mars: Craft views new gullies, craters, and landslides",Ron Cowen,2005,Science News,journal-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.2307/4016739
10.2458/azu_uapress_9780816540068-ch006,Planetary Astrobiology: Early Mars,E. S. Amador,2005,Planetary Astrobiology,book-chapter,False,Discovery candidate — not screened,Meteorite geochemistry; Chronology,,,,https://doi.org/10.2458/azu_uapress_9780816540068-ch006
10.2514/1.15170,Mars Odyssey Navigation Experience,Robert A. Mase; Peter G. Antreasian; Julia L. Bell; Tomas L. Martin-Mur; John C. Smith,2005,Journal of Spacecraft and Rockets,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.2514/1.15170
10.2514/1.15198,Modeling Reaction-Control-System Effects on Mars Odyssey,Jill L. Hanna Prince; Zachary Q. Chavis; Richard G. Wilmoth,2005,Journal of Spacecraft and Rockets,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.2514/1.15198
10.2514/1.15213,2001 Mars Odyssey Aerobraking,John C. Smith; Julia L. Bell,2005,Journal of Spacecraft and Rockets,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.2514/1.15213
10.2514/1.17749,Introduction: 2001 Mars Odyssey Mission,Robert A. Mase,2005,Journal of Spacecraft and Rockets,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.2514/1.17749
10.2514/6.iac-05-e2.3.08,Martian Flight Prototypes,Asier Ania; Dominique Poirel; Marie-Josée Potvin,2005,"56th International Astronautical Congress of the International Astronautical Federation, the International Academy of Astronautics, and the International Institute of Space Law",proceedings-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.2514/6.iac-05-e2.3.08
10.5040/9798216977537.0055,My Favorite Martian,,2005,Mars,other,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.5040/9798216977537.0055
10.1002/jrs.1175,Mineralogy of a Martian meteorite as determined by Raman spectroscopy,Alian Wang; Karla Kuebler; Bradley Jolliff; Larry A. Haskin,2004,Journal of Raman Spectroscopy,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1002/jrs.1175
10.1007/978-0-306-48600-5,2001 Mars Odyssey,,2004,,book,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/978-0-306-48600-5
10.1007/978-0-306-48600-5_1,2001 Mars Odyssey Mission Summary,R. S. Saunders; R. E. Arvidson; G. D. Badhwar; W. V. Boynton; P. R. Christensen; F. A. Cucinotta; W. C. Feldman; R. G. Gibbs; C. Kloss; M. R. Landano; R. A. Mase; G. W. Mcsmith; M. A. Meyer; I. G. Mitrofanov; G. D. Pace; J. J. Plaut; W. P. Sidney; D. A. Spencer; T. W. Thompson; C. J. Zeitlin,2004,2001 Mars Odyssey,book-chapter,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/978-0-306-48600-5_1
10.1007/978-0-306-48600-5_2,The Mars Odyssey Gamma-Ray Spectrometer Instrument Suite,W. V. Boynton; W. C. Feldman; I. G. Mitrofanov; L. G. Evans; R. C. Reedy; S. W. Squyres; R. Starr; J. I. Trombka; C. D’uston; J. R. Arnold; P. A. J. Englert; A. E. Metzger; H. Wänke; J. Brückner; D. M. Drake; C. Shinohara; C. Fellows; D. K. Hamara; K. Harshman; K. Kerry; C. Turner; M. Ward; H. Barthe; K. R. Fuller; S. A. Storms; G. W. Thornton; J. L. Longmire; M. L. Litvak; A. K. Ton’chev,2004,2001 Mars Odyssey,book-chapter,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/978-0-306-48600-5_2
10.1007/978-0-306-48604-3_1,Mars Crustal Magnetism,J. E. P. Connerney; M. H. Acuña; N. F. Ness; T. Spohn; G. Schubert,2004,Space Sciences Series of ISSI Mars’ Magnetism and Its Interaction with the Solar Wind,book-chapter,False,Discovery candidate — not screened,Interior; Magnetism,,,,https://doi.org/10.1007/978-0-306-48604-3_1
10.1007/978-0-306-48604-3_3,Bow Shock and Upstream Phenomena at Mars,C. Mazelle; D. Winterhalter; K. Sauer; J. G. Trotignon; M. H. Acuña; K. Baumgärtel; C. Bertucci; D. A. Brain; S. H. Brecht; M. Delva; E. Dubinin; M. Øieroset; J. Slavin,2004,Space Sciences Series of ISSI Mars’ Magnetism and Its Interaction with the Solar Wind,book-chapter,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1007/978-0-306-48604-3_3
10.1007/978-0-306-48604-3_5,Mars Global Surveyor Observations of Solar Wind Magnetic Field Draping Around Mars,Dana H. Crider; David A. Brain; Mario H. Acuña; Didier Vignes; Christian Mazelle; Cesar Bertucci,2004,Space Sciences Series of ISSI Mars’ Magnetism and Its Interaction with the Solar Wind,book-chapter,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1007/978-0-306-48604-3_5
10.1007/978-0-306-48604-3_8,Mars Express and MARSIS,Erling Nielsen,2004,Space Sciences Series of ISSI Mars’ Magnetism and Its Interaction with the Solar Wind,book-chapter,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/978-0-306-48604-3_8
10.1016/j.earscirev.2004.04.001,Mars chronology: assessing techniques for quantifying surficial processes,P DORAN,2004,Earth-Science Reviews,journal-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.1016/j.earscirev.2004.04.001
10.1016/j.epsl.2004.05.022,Experimental constraints on the origin of Martian meteorites and the composition of the Martian mantle,Carl B. Agee; David S. Draper,2004,Earth and Planetary Science Letters,journal-article,False,Discovery candidate — not screened,Meteorite magnetism; Meteorite geochemistry,,,,https://doi.org/10.1016/j.epsl.2004.05.022
10.1016/j.epsl.2004.09.013,Toward a robust normalized magnetic paleointensity method applied to meteorites,J. Gattacceca; P. Rochette,2004,Earth and Planetary Science Letters,journal-article,True,Metadata / preview only,Meteorite magnetism,A methodological source for normalized non-thermal paleointensity estimates used in the meteorite compilation.,Links several meteorite estimates to shared calibration assumptions.,Bibliographic record and citations in later primary papers checked; original methods not audited.,https://doi.org/10.1016/j.epsl.2004.09.013
10.1016/j.icarus.2003.09.013,"Surficial properties in Gale Crater, Mars, from Mars Odyssey THEMIS data",Shannon M Pelkey; Bruce M Jakosky; Philip R Christensen,2004,Icarus,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1016/j.icarus.2003.09.013
10.1016/j.icarus.2003.11.025,Age and origin of the lowlands of Mars,Alberto G Fairén; James M Dohm,2004,Icarus,journal-article,False,Discovery candidate — not screened,Dichotomy; Chronology,,,,https://doi.org/10.1016/j.icarus.2003.11.025
10.1016/j.icarus.2003.12.005,Impact demagnetization of the martian crust,Pundit Surdas Mohit; Jafar Arkani-Hamed,2004,Icarus,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1016/j.icarus.2003.12.005
10.1016/j.icarus.2004.05.003,Launch of martian meteorites in oblique impacts,Natalia Artemieva; Boris Ivanov,2004,Icarus,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1016/j.icarus.2004.05.003
10.1016/j.pss.2003.08.020,Performance and surface scattering models for the Mars Advanced Radar for Subsurface and Ionosphere Sounding (MARSIS),G. Picardi; D. Biccari; R. Seu; L. Marinangeli; W.T.K. Johnson; R.L. Jordan; J. Plaut; A. Safaenili; D.A. Gurnett; G.G. Ori; R. Orosei; D. Calabrese; E. Zampolini,2004,Planetary and Space Science,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1016/j.pss.2003.08.020
10.1016/j.pss.2004.07.002,Mars atmospheric escape and evolution; interaction with the solar wind,Eric Chassefière; François Leblanc,2004,Planetary and Space Science,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1016/j.pss.2004.07.002
10.1016/j.spacepol.2004.06.002,Martian Expedition Planning,Philip R Harris,2004,Space Policy,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1016/j.spacepol.2004.06.002
10.1016/s0273-1177(03)00525-8,Radar detection of subsurface features on Mars,D.V Kartashov; O.B Shchuko; R Orosei,2004,Advances in Space Research,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1016/s0273-1177(03)00525-8
10.1016/s0960-0779(03)00054-7,Mars topography: bulk statistics and spectral scaling,V. Nikora; D. Goring,2004,"Chaos, Solitons & Fractals",journal-article,False,Discovery candidate — not screened,Gravity and topography,,,,https://doi.org/10.1016/s0960-0779(03)00054-7
10.1023/b:spac.0000021006.84299.18,2001 Mars Odyssey Mission Summary,R.S. Saunders; R.E. Arvidson; G.D. Badhwar; W.V. Boynton; P.R. Christensen; F.A. Cucinotta; W.C. Feldman; R.G. Gibbs; C. Kloss; M.R. Landano; R.A. Mase; G.W. McSmith; M.A. Meyer; I.G. Mitrofanov; G.D. Pace; J.J. Plaut; W.P. Sidney; D.A. Spencer; T.W. Thompson; C.J. Zeitlin,2004,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1023/b:spac.0000021006.84299.18
10.1023/b:spac.0000021007.76126.15,The Mars Odyssey Gamma-Ray Spectrometer Instrument Suite,W.V. Boynton; W.C. Feldman; I.G. Mitrofanov; L.G. Evans; R.C. Reedy; S.W. Squyres; R. Starr; J.I. Trombka; C. d'Uston; J.R. Arnold; P.A.J. Englert; A.E. Metzger; H. Wänke; J. Brückner; D.M. Drake; C. Shinohara; C. Fellows; D.K. Hamara; K. Harshman; K. Kerry; C. Turner; M. Ward; H. Barthe; K.R. Fuller; S.A. Storms; G.W. Thornton; J.L. Longmire; M.L. Litvak; A.K. Ton'chev,2004,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1023/b:spac.0000021007.76126.15
10.1023/b:spac.0000032712.05204.5e,Mars Express and MARSIS,Erling Nielsen,2004,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1023/b:spac.0000032712.05204.5e
10.1023/b:spac.0000032714.66124.4e,Mars Global Surveyor Observations of Solar Wind Magnetic Field Draping Around Mars,Dana H. Crider; David A. Brain; Mario H. Acuña; Didier Vignes; Christian Mazelle; Cesar Bertucci,2004,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1023/b:spac.0000032714.66124.4e
10.1023/b:spac.0000032717.98679.d0,Bow Shock and Upstream Phenomena at Mars,C. Mazelle; D. Winterhalter; K. Sauer; J.G. Trotignon; M.H. Acuña; K. Baumgärtel; C. Bertucci; D.A. Brain; S.H. Brecht; M. Delva; E. Dubinin; M. Øieroset; J. Slavin,2004,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1023/b:spac.0000032717.98679.d0
10.1023/b:spac.0000032719.40094.1d,Mars Crustal Magnetism,J.E.P. Connerney; M.H. Acuña; N.F. Ness; T. Spohn; G. Schubert,2004,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Interior; Magnetism,,,,https://doi.org/10.1023/b:spac.0000032719.40094.1d
10.1029/2002je002025,Impact melts and glasses on Mars,Peter H. Schultz; John F. Mustard,2004,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2002je002025
10.1029/2003gl019306,Tharsis as a consequence of Mars' dichotomy and layered mantle,Mark J. Wenzel; Michael Manga; A. Mark Jellinek,2004,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Dichotomy; Gravity and topography; Magnetism; Chronology; Surface and water; Volcanism and tectonics,,,,https://doi.org/10.1029/2003gl019306
10.1029/2003je002048,Crustal magnetic field of Mars,B. Langlais; M. E. Purucker; M. Mandea,2004,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Interior; Magnetism; Atmosphere,,,,https://doi.org/10.1029/2003je002048
10.1029/2003je002163,Upper atmosphere of Mars up to 120 km: Mars Global Surveyor accelerometer data analysis with the LMD general circulation model,M. Angelats i Coll; F. Forget; M. A. López‐Valverde; P. L. Read; S. R. Lewis,2004,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1029/2003je002163
10.1029/2003je002172,Growth of the hemispheric dichotomy and the cessation of plate tectonics on Mars,A. Lenardic; F. Nimmo; L. Moresi,2004,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Dichotomy; Surface and water; Volcanism and tectonics,,,,https://doi.org/10.1029/2003je002172
10.1029/2003je002205,"Putative shorelines in northern Arabia Terra, Mars",Valerie E. Webb,2004,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1029/2003je002205
10.1029/2004eo220006,Comment on “Impact demagnetization by phase transition on Mars”,P. Surdas Mohit,2004,"Eos, Transactions American Geophysical Union",journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2004eo220006
10.1029/2004eo220007,Reply [to “Comment on ‘Impact demagnetization by phase transition on Mars’” by P. Surdas Mohit],Pierre Rochette; Lon Hood; Gérard Fillion; Rafik Ballou; Bachir Ouladdiaf,2004,"Eos, Transactions American Geophysical Union",journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2004eo220007
10.1029/2004gl020189,Mapping crustal magnetic fields at Mars using electron reflectometry,R. J. Lillis; D. L. Mitchell; R. P. Lin; J. E. P. Connerney; M. H. Acuña,2004,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2004gl020189
10.1029/2004je002248,"Sedimentary resurfacing and fretted terrain development along the crustal dichotomy boundary, Aeolis Mensae, Mars",Rossman P. Irwin; Thomas R. Watters; Alan D. Howard; James R. Zimbelman,2004,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Dichotomy; Surface and water; Volcanism and tectonics,,,,https://doi.org/10.1029/2004je002248
10.1029/2004je002260,Geologic evolution of the Martian dichotomy in the Ismenius area of Mars and implications for plains magnetization,S. E. Smrekar; G. E. McGill; C. A. Raymond; A. M. Dimitriou,2004,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1029/2004je002260
10.1029/2004je002262,Crustal structure of Mars from gravity and topography,G. A. Neumann; M. T. Zuber; M. A. Wieczorek; P. J. McGovern; F. G. Lemoine; D. E. Smith,2004,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Interior; Gravity and topography; Magnetism,,,,https://doi.org/10.1029/2004je002262
10.1029/2004je002265,A coherent model of the crustal magnetic field of Mars,Jafar Arkani‐Hamed,2004,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2004je002265
10.1029/2004je002286,Correction to “Localized gravity/topography admittance and correlation spectra on Mars: Implications for regional and global evolution”,Patrick J. McGovern; Sean C. Solomon; David E. Smith; Maria T. Zuber; Mark Simons; Mark A. Wieczorek; Roger J. Phillips; Gregory A. Neumann; Oded Aharonson; James W. Head,2004,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Gravity and topography,,,,https://doi.org/10.1029/2004je002286
10.1038/news041101-14,Mars Express pictures action of glaciers,Mark Peplow,2004,Nature,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1038/news041101-14
10.1073/pnas.0402292101,Magnetic tests for magnetosome chains in Martian meteorite ALH84001,Benjamin P. Weiss; Soon Sam Kim; Joseph L. Kirschvink; Robert E. Kopp; Mohan Sankaran; Atsuko Kobayashi; Arash Komeili,2004,Proceedings of the National Academy of Sciences,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1073/pnas.0402292101
10.1111/j.1755-6724.2004.tb00759.x,A New Martian Meteorite from Antarctica: Grove Mountains (GRV) 020090,MIAO Bingkui; OUYANG Ziyuan; WANG Daode; JU Yitai; WANG Guiqin; LIN Yangting,2004,Acta Geologica Sinica - English Edition,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1111/j.1755-6724.2004.tb00759.x
